Empresa,Yhaguy,,,,,,,,,
,,,,,,,,,,
CODIGO,DESCRIPCION,FAMILIA,MARCA,ESTADO,SALDO,COSTO,MAYORISTA,DOLARES,MINORISTA,AUTOCENTRO
WAB 973.001.000.2,REPARO VALVULA RELE MB 513/1516/1519/2013/2213/2216/LS1519 /,REPUESTOS,WABCO,A,0,"80722,87",111400,"29,848",167100,170136
WAB 973.001.004.2,REPARO VALVULA RELE MB,REPUESTOS,WABCO,A,0,"28163,184",38800,"12,763",58200,59019
WAB 973.001.010.0,VALVULA RELE MB,REPUESTOS,WABCO,A,0,"338938,182",466040,"122,642",699060,602045
WAB 973.002.003.2,REPARO VALVULA DISTRIB.DE AIRE SC112/42,REPUESTOS,WABCO,A,0,"104887,578",144600,"37,008",216900,188261
WAB 973.002.004.2,REPARO VALVULA DISTRIB.CENTRAL DE AIRE SC112 MB,REPUESTOS,WABCO,A,0,"85375,573",117400,"32,802",176000,142551
WAB 973.002.009.2,REPARO VALVULA DISTRIB. CENTRAL SC112/42,REPUESTOS,WABCO,A,0,"119717,083",164800,"45,826",247200,256005
WAB 973.002.402.0,VALVULA DISTRIB.CENTRAL DE AIRE SC112,REPUESTOS,WABCO,A,0,"725900,222",998200,"274,123",1497200,1532919
WAB 973.002.423.0,VALVULA DISTRIB.AIRE SC/VL RT112/42,REPUESTOS,WABCO,A,0,"799119,4",1099000,"300,631",1648500,1907103
WAB 973.002.522.0,VALVULA DISTRIBUIDORA SC 93/113/143 IVECO EUROCARGO,REPUESTOS,WABCO,A,0,"1166899,8",1604600,"439,768",2406800,2506676
WAB 973.009.000.2,REPARO VALVULA DISTRIB.DE AIRE SC113 M/N,REPUESTOS,WABCO,A,0,"110566,573",152400,"49,759",228600,232941
WAB 973.009.001.0,VALVULA DISTRIB. MB,REPUESTOS,WABCO,A,0,"1281696,364",1762400,"463,772",2643600,1793838
WAB 973.009.002.0,VALVULA DISTRIB.AIRE VOLVO N10/12,REPUESTOS,WABCO,A,0,"1203585,159",1655000,"438,928",2482400,1883997
WAB 973.009.010.0,VALVULA DISTRIB.AIRE SC/VOLVO M/N,REPUESTOS,WABCO,A,0,"1145522,9",1350000,"490,823",2025000,1891995
WAB 973.009.015.0,VALVULA DISTRIB.VOLVO FH12,REPUESTOS,WABCO,A,0,"1130217,4",1554200,"428,167",2331200,2077551
WAB 973.009.100.0,VALVULA DISTRIB.AIRE SC113 /124,REPUESTOS,WABCO,A,0,"1279802,293",1763200,"480,63",2644800,2164892
WAB 973.009.120.0,VALVULA DISTRIB.SC K124 OMNIBUS,REPUESTOS,WABCO,A,0,"973733,6",1339000,"374,119",2008400,2337843
WAB 973.011.000.0,VALVULA RELE VOLVO/SC,REPUESTOS,WABCO,A,0,"246688,629",340000,"91,411",510000,443544
WAB 973.011.002.0,VALVULA RELE SC113,REPUESTOS,WABCO,A,0,"281863,634",388400,"127,467",582600,594236
WAB 973.011.003.2,REPARO VALVULA RELE SC M/N,REPUESTOS,WABCO,A,0,"63859,73",88000,"29,7",132000,139059
WAB 973.011.004.2,REPARO VALVULA RELE SC 124,REPUESTOS,WABCO,A,0,"79795,687",110000,"40,047",165000,167916
WAB 973.011.007.0,VALVULA RELE SC/MB TODOS,REPUESTOS,WABCO,A,0,"297537,409",425478,"111,968",638217,491475
WAB 973.011.010.0,VALVULA RELE SC124 K/L94,REPUESTOS,WABCO,A,0,"318719,158",439200,"130,496",658800,671796
WAB 973.011.011.0,VALVULA RELE VOLVO MB C/SOPORTE FH/FM,REPUESTOS,WABCO,A,0,"215490,6",296400,"81,212",444600,462906
WAB 973.011.014.0,VALVULA RELE MB 1113/1313/1214/ 1620,REPUESTOS,WABCO,A,0,"201372,559",277600,"91,778",416400,424361
WAB 973.011.017.0,VALVULA RELE VOLVO MB C/SOPORTE FH/FM,REPUESTOS,WABCO,A,0,"213080,6",293000,"80,314",439400,457793
WAB 973.011.018.0,VALVULA RELE VOLVO/SC/MB,REPUESTOS,WABCO,A,0,"231048,7",317800,"87,533",476600,424728
WAB 973.011.050.0,VALVULA RELE SC113/114,REPUESTOS,WABCO,A,0,"405236,318",579488,"152,497",869232,769410
WAB 973.286.001.0,VALVULA RELE VOLVO WAY,REPUESTOS,WABCO,A,0,"115151,6",158400,"43,333",237600,0
WAB 973.500.003.2,REPARO VALVULA DESCARGA RAPIDA SC112/3 FH/M13,REPUESTOS,WABCO,A,0,"18080,069",25000,"8,531",37500,38058
WAB 973.500.013.0,VALVULA DESCARGA RAPIDA SC,REPUESTOS,WABCO,A,0,"150804,107",207400,"27,074",311100,282671
WAB 974.010.001.0,SERVO EMBR.SC 2000/  SC 124,REPUESTOS,WABCO,A,0,"982745,455",1405326,"369,823",2107989,2592347
WAB 975.300.000.2,REPARO VALVULA REG. PRESION AIRE M/N,REPUESTOS,WABCO,A,0,"116640,136",166795,"43,893",250193,209177
WAB 975.300.113.0,REGULADOR DE PRESION MB 712C/914C/LO914,REPUESTOS,WABCO,A,0,"653540,739",898800,"238,336",1348200,1080044
WAB 975.303.075.0,VALVULA REGULADOR PRESION AIRE SC 113/143,REPUESTOS,WABCO,A,0,"1312183,867",1804400,"517,967",2706600,2961026
WAB 975.303.089.0,VALVULA REGULADOR PRESION AIRE SC 113/143,REPUESTOS,WABCO,A,0,"1093864,343",1504200,"408,76",2256200,1697480
WAB 975.303.473.0,VALVULA REGULADOR PRESION AIRE M/N PLASTICO,REPUESTOS,WABCO,A,0,310707,444311,"116,924",666467,608468
WAE 470,FILTRO DE ACEITE ACTYON,FILTROS,COMPRA LOCAL,A,0,"54545,455",0,0,135000,135000
WAY 000.022,SERVO EMBR.VOLVO WAYSER RESORTE AFUERA N/NL10/12,REPUESTOS,WAYSER,A,0,"503635,763",503636,"182,237",629545,1038749
WAY 000.023,SERVO EMBR.VOLVO WAYSER 95mm,REPUESTOS,WAYSER,A,0,"538322,386",740193,"194,788",1110290,1110290
WAY 001.090,SERVO EMBR.SC113 WAYSER C/GUARDAPOLVO,REPUESTOS,WAYSER,A,0,"421818,182",580000,0,870000,902258
WAY 001.091,SERVO EMBR.C/RESORT SC R 112 / 142 - T 112/142 - S112 /,REPUESTOS,WAYSER,A,0,"421818,182",421818,"152,632","527272,5",797405
WAY 001.092,SERVO EMBR. Scania 114 / 124 S�rie 4 - Todos 97,REPUESTOS,WAYSER,A,0,"469279,091",469279,0,"586598,75",1087500
WAY 002.012,SERVO EMBR.M/N WAYSER,REPUESTOS,WAYSER,A,0,"415600,909",518565,0,"777847,5",0
WAY 0452,VALVULA DISTRIB.AIRE SC/VOLVO M/N SIST. WABCO,REPUESTOS,WAYSER,A,0,"552274,545",552275,"183,183","690343,75",0
WAY 0453,VALVULA RELE VOLVO/SC,REPUESTOS,WAYSER,A,0,"121903,636",167618,"44,11",251427,251427
WAY 051.029,BOMBA DE EMBRAGUE SC124,REPUESTOS,WAYSER,A,0,"240909,091",331250,"87,171",496875,402410
WAY 051.030,BOMBA DE EMBRAGUE SC112,REPUESTOS,WAYSER,A,0,"120191,2",165263,"43,49",247895,0
WAY 051.034,SERVO ESCLAVO EMBRAGUE SC 124/114,REPUESTOS,WAYSER,A,0,"1188206,364",1188206,"374,164","1485257,5",2229158
WAY 052.060,CILINDRO FRENO MOTOR M/N 1214 WAYSER,REPUESTOS,WAYSER,A,0,"1612,2",1612,0,2015,144385
WAY 052.065,BOMBA DE EMBRAGUE PICUDO M/N 4 OREJAS,REPUESTOS,WAYSER,A,0,"119258,182",119258,"40,178","149072,5",229016
WAY 052.066,BOMBA DE EMBR. M/N. INF.GRUESO,REPUESTOS,WAYSER,A,0,"90805,455",110548,0,165822,0
WAY 0699,REPARO TAPA COMPR. M/N,REPUESTOS,WAYSER,A,0,"74426,364",74426,0,"93032,5",0
WAY 0704,REPARO TAPA COMPRESOR 1938/1944/0500/OM457,REPUESTOS,WAYSER,A,0,"167550,909",167551,0,"209438,75",0
WAY 100.024,REPARO SERVO EMB.VOLVO M/N 80mm WAYSER,REPUESTOS,WAYSER,A,0,"59661,989",59662,"21,588","74577,5",90668
WAY 100.201,REPARO VALVULA GOBERN.PRESION AIRE SC113,REPUESTOS,WAYSER,A,0,"30398,182",30398,0,"37997,5",0
WAY 100.300,REPARO PEDAL AIRE M/N,REPUESTOS,WAYSER,A,0,"53181,818",63825,0,"95737,5",0
WAY 100.307,REPARO VALVULA RELE SC112,REPUESTOS,WAYSER,A,0,"142390,5",142391,"8,83","177988,75",50333
WAY 100.326,REPARO VALVULA 5/2 VIAS VOLVO NTI,REPUESTOS,WAYSER,A,0,"88463,636",88464,0,110580,110796
WAY 100.623,REPARO VALVULA AIRE M/N,REPUESTOS,WAYSER,A,0,"98243,636",98244,0,122805,0
WAY 100.850,REPARO VALVULA SUSPENSON VOLVO NL10/12 FH12,REPUESTOS,WAYSER,A,0,"46962,727",46963,0,"58703,75",0
WAY 100.851,REPARO VALVULA NIVELAMIENTO MB 400 SC,REPUESTOS,WAYSER,A,0,"46962,727",46963,0,"58703,75",0
WAY 101.001,REPARO BOMBA EMBR.SC113 25.4 MM,REPUESTOS,WAYSER,A,0,"42338,182",42338,0,"52922,5",93750
WAY 101.002,REPARO CIL.EMBRAGUE HIDR.SC112 OMNIBUS,REPUESTOS,WAYSER,A,0,"34892,727",42479,"10,988","63718,5",94070
WAY 101.003,REPARO BOMBA EMBR.SC113 PLASTICO WAYSER,REPUESTOS,WAYSER,A,0,"62313,321",37914,"10,33",56871,94467
WAY 101.004,REPARO SERVO EMB.SC T113 M/N C/PISTON WAYSER,REPUESTOS,WAYSER,A,0,"257040,425",91000,0,136500,136500
WAY 101.005,REPARO SERVO EMB.SC T112 M/V 100mm.C/PISTON,REPUESTOS,WAYSER,A,0,72730,72730,"27,303","90912,5",155625
WAY 101.007,REPARO SERVO EMB.SC 114/124 COMPL.,REPUESTOS,WAYSER,A,0,"257040,425",257040,0,321300,0
WAY 101.045,REPARO SERVO EMB.SC 111/2 M/V 100mm S/PISTON,REPUESTOS,WAYSER,A,0,"55845,455",55845,0,"69806,25",112635
WAY 101.202,REPARO PEDAL AIRE SC113 IMP.WAYSER,REPUESTOS,WAYSER,A,0,"66168,182",66168,0,82710,143550
WAY 101.222,REPARO VALVULA RELE SC/ M/N,REPUESTOS,WAYSER,A,0,"20386,364",20386,0,"25482,5",0
WAY 101.225,REPARO FRENO DE MANO 4 SAL. PARCIAL,REPUESTOS,WAYSER,A,0,"73846,364",73846,0,"92307,5",0
WAY 101.815,REPARO CIL.TRISTOP 24X30 (I) SC124,REPUESTOS,WAYSER,A,0,"43651,818",53142,0,79713,0
WAY 102.121,REPARO VALVULA 4 VIAS SIST. WABCO,REPUESTOS,WAYSER,A,0,71780,71780,0,89725,0
WAY 102.134,REPARO SERVO EMB. MB1318 M/N SC (GRANDE),REPUESTOS,WAYSER,A,0,"103447,273",103447,0,"129308,75",0
WAY 102.136,REPARO SERVO EMB.M/N CHICO GRAU WAYSER,REPUESTOS,WAYSER,A,0,"69049,091",69049,0,"86311,25",103337
WAY 300.330,VALVULA TRANSFERENCIA CAJA VOLVO,REPUESTOS,WAYSER,A,0,"178685,634",245693,"64,656",368540,827112
WAY 300.340,VALVULA 5/2 VIAS VOLVO,REPUESTOS,WAYSER,A,0,400000,551293,"145,077",826940,826940
WAY 300.353,VALVULA PEDAL FRENO MB/VOLVO,REPUESTOS,WAYSER,A,0,"253148,182",253148,0,316435,0
WAY 300.355,VALVULA AIRE M/N (METAL),REPUESTOS,WAYSER,A,0,"225611,818",281513,0,"422269,5",0
WAY 300.384,VALVULA GOBERN.COMPR.AIRE SC113 WAYSER,REPUESTOS,WAYSER,A,0,"22158,7",22159,0,"27698,75",400437
WAY 301.380,VALVULA 4 VIAS SC124 SIST. KNORR,REPUESTOS,WAYSER,A,0,"238518,182",238518,0,"298147,5",0
WAY 301.388,VALVULA AUXILIAR CAJA GR900,REPUESTOS,WAYSER,A,0,"104545,455",104545,"37,829","130681,25",0
WAY 301.389,VALVULA SELENOIDE 24V GR900 SC124,REPUESTOS,WAYSER,A,0,207920,285890,"75,234",428835,536601
WAY 310.103,CILINDRO CAJA REDUCIDA TRAS.GR/GRS,REPUESTOS,WAYSER,A,0,"86691,818",86692,"31,369",108365,178802
WAY 51.029,BOMBA DE EMBR.SC114/124,REPUESTOS,WAYSER,A,0,"160183,066",220252,"57,961",330378,339330
WAY 51.030,BOMBA DE EMBR.SC112 WAYSER,REPUESTOS,WAYSER,A,0,"101810,909",123946,0,185919,246546
WAY 51.031,BOMBA DE EMBR.SC K113,REPUESTOS,WAYSER,A,0,"125454,545",172500,"45,395",258750,246114
WAY 51.032,BOMBA DE EMBR.SC K113,REPUESTOS,WAYSER,A,0,"106188,182","133636,364","47,178","167045,455",268913
WAY 51.036,CILINDRO FRENO MOTOR SC R/T113/143,REPUESTOS,WAYSER,A,0,"93840,909",129031,0,193547,193547
WAY 51.037,CILINDRO FRENO MOTOR SC112,REPUESTOS,WAYSER,A,0,"155235,58",213449,"56,171",320174,320174
WAY WRP0616,REPARO BOMBA EMBR.SC113 PLASTICO,REPUESTOS,COMPRA LOCAL,A,0,"43860,738",60309,"15,871",90464,0
WAY WSV0008,SERVO EMBR.VOLVO 95mm WAYSER,REPUESTOS,WAYSER,A,0,"477272,727",656250,"172,697",984375,0
WES 15570R13,155/70R13 75T H550A WESTLAKE,CUBIERTAS,WESTLAKE,A,0,"97936,364",0,0,202000,202000
WES 20550R17,205/50R17 93W SA05 WESTLAKE,CUBIERTAS,WESTLAKE,A,0,"161454,545",0,0,333000,333000
WES 20570R14,205/70R14 95T SP06 WESTLAKE,CUBIERTAS,WESTLAKE,A,0,"128863,636",0,0,266000,266000
WIL W01.093,RELOJ MARCADOR TEMP.A GAS WILLTEC,REPUESTOS,RODAFUSO,A,0,"77272,727",106250,"27,961",159375,140625
WIL W01.165,"RELOJ MARCADOR TEMP.A GAS REDONDO, LARGO WILTEC",REPUESTOS,COMPRA LOCAL,A,0,"68181,818",93750,"24,671",140625,140625
WIL W20.019,RELOJ MARCADOR TEMPERATURA ELECTR.,REPUESTOS,WILLTEC,A,0,"66363,636",91250,"24,013",136875,105000
WIX 46429,FILTRO SECUNDARIO MAQ.,FILTROS,COMPRA LOCAL,A,0,"111083,636",152740,"40,195",229110,0
WIX 46433,FILTRO PRIMARIO MAQ.,FILTROS,COMPRA LOCAL,A,0,"203636,364",280000,"73,684",420000,0
WIX 51858,FILTRO HIDRAULICO WIX,REPUESTOS,NAKATA,A,0,259692,324615,0,486923,486923
WK 1060,FILTRO DE COMBUSTIBLE OM 904,REPUESTOS,COMPRA LOCAL,A,0,"12117,506",0,0,"162369,886",0
WK 817.3X,FILTRO DE COMBUSTIBLE MB C-250 DIESEL,REPUESTOS,COMPRA LOCAL,A,0,"12117,506",0,0,"57187,5",0
WK-817/3X,FILTRO DE COMBUSTIBLE,FILTROS,COMPRA LOCAL,A,0,32056,0,0,88500,88500
WK-829/3,FILTRO DE COMBUSTIBLE,FILTROS,COMPRA LOCAL,A,0,"244845,455",0,0,440000,440000
WK-853/12,FILTRO DE COMBUSTIBLE,FILTROS,COMPRA LOCAL,A,0,"135818,182",0,0,243000,243000
WK69/1,FILTRO DE COMBUSTIBLE MANN,FILTROS,COMPRA LOCAL,A,1,"68181,818",0,0,125000,125000
WK716,FILTRO DE COMBUSTIBLE,FILTROS,Sin Marca,A,0,46100,0,0,130000,130000
WO-130,FILTRO DE ACEITE,FILTROS,COMPRA LOCAL,A,1,"27272,727",0,0,75000,75000
WOE-110,FILTRO DE ACEITE,FILTROS,COMPRA LOCAL,A,0,26320,0,0,50000,50000
WP-12300,FILTRO ACEITE CUMMINS MANN,FILTROS,NAKATA,A,0,65631,82039,0,123059,123059
WYL 00310 B,"RETEN CARRETA RANDON,GUERRA,RODOV. 127X65X66",REPUESTOS,COMPRA LOCAL,A,0,"9545,455",13288,"3,497",19932,19932
WYN 51124,LEVANTA VALVULAS Y LIMPIA LODO WN 325ml,REPUESTOS,NAKATA,A,0,11632,"16016,5","3,11",24025,24025
WYN 51514,ANTICORROSIVO Y PROTECTOR PARA RADIADOR  WN,LUBRICANTES,WYNNS,A,0,"10454,545",12669,"2,46",19004,19004
X20063MA,FILTRO DE COMBUSTIBLE,FILTROS,COMPRA LOCAL,A,0,279090,0,0,499000,499000
X35200RE,JUNTA SILICONA GRIS,REPUESTOS,COMPRA LOCAL,A,1,"21895,008",0,0,0,0
XAM 2178,FILTRO AIRE SCANIA ORIG 1869988 - XL2178,FILTROS,XAMFL,A,0,"275454,545",378750,"99,671",568125,0
XBRI 1000R20 LISA,1.000R20 16PR XBRI ECOWAY LISA,CUBIERTAS,XBRI,A,0,"1053793,182",1391007,"366,054",2086511,2178000
XBRI 117440,"LLANTA S/CAMARA SC 10A RECTO 22.5"" X 7.50"" 275/75R22.5",REPUESTOS,XBRI,A,0,"349581,818",480675,"126,493",721013,0
XBRI 155R12,155R12 6PR 83/81S CITYMAX XBRI,CUBIERTAS,XBRI,A,10,112473,0,0,250000,250000
XBRI 16560R14,165/60R14 75H ECOLOGY,CUBIERTAS,LINGLONG,A,0,"118554,545",0,0,240000,240000
XBRI 18565R15,185/65R15 88H ECOLOGY XBRI,CUBIERTAS,LINGLONG,A,0,"136227,273",0,0,300000,300000
XBRI 18570R14,185/70R14 88H ECOLOGY XBRI,CUBIERTAS,ADERENZA,A,1,"133704,545",0,0,237500,237500
XBRI 22.5,"LLANTA 22.5 SC 10A RECTO 22.5"" X 8.25"" 295/315",REPUESTOS,XBRI,A,0,400785,573123,"150,822",859685,558000
XBRI 22.5 385,"LLANTA 22.5"" 385/65",REPUESTOS,XBRI,A,0,"307713,273",423106,"111,344",634659,0
XBRI 24545R19,245/45R19 98W SPORT+ XBRI,CUBIERTAS,XBRI,A,4,290000,0,0,600000,600000
XBRI 24565R17,245/65R17 107S FORZA A/T,CUBIERTAS,LINGLONG,A,4,"326181,818",0,0,700000,700000
XBRI 25535R19,255/35R19 XBRI,CUBIERTAS,XBRI,A,0,0,0,0,0,0
XBRI 26560R18,265/60R18 110T FORZA A/T XBRI,CUBIERTAS,XBRI,A,0,"431954,545",0,0,720000,720000
XBRI 27580R22.5,275/80R22.5 16PR 149/146M ECOWAY LISA XBRI,CUBIERTAS,XBRI,A,0,"918800,182",1263350,"332,461",1895025,1920600
XBRI 295/80R22.5 TAQ,295/80R22.5 18 XBRI TAQUITO,CUBIERTAS,XBRI,A,0,1131000,1492920,"392,874",2239380,2533050
XBRI 315/80 R22.5,315/80R22.5 18PR XBRI ECOPLUS LISA,CUBIERTAS,XBRI,A,0,"1145318,182",1511820,"414,424",2267730,2369880
XBRI 315/80 TAQ,315/80R22.5 X-BRI 18T TAQUITO,CUBIERTAS,XBRI,A,0,"1223272,727",1614720,"424,926",2422080,2422080
XCEL 85W140 1L,ACEITE XCEL USA 85W140,LUBRICANTES,COMPRA LOCAL,A,0,17850,0,0,"33468,75",0
XIN TR414,VALVULA PICO P/SIN CAMARA TR-414 (*),REPUESTOS,NAKATA,A,0,568,"742,5","0,165",1114,1114
XS6402,FILTRO D EAIRE,FILTROS,COMPRA LOCAL,A,0,"94545,455",0,0,170000,170000
XSIL 0224 D,MORDAZA DE FRENO TRAS. SC124 (D),REPUESTOS,KNORR,A,0,"2522205,875",3468033,"912,64",5202050,0
XSIL 0224 I,MORDAZA DE FRENO TRA. SC124 (I),REPUESTOS,KNORR,A,0,"2229980,658",3066223,"806,901",4599335,5370773
XSIL 0225 D,MORDAZA DE FRENO DEL.SC124 (D) BASE INCLINADA,REPUESTOS,KNORR,A,0,"2491492,953",3425803,"901,527",5138705,6018750
XSIL 0225 I,MORDAZA DE FRENO DEL.SC124 (I),REPUESTOS,KNORR,A,0,"2472727,273",3536000,"930,526",5304000,6018750
YAR 7.50-16LT,7.50R16 16PR 124/120K CR852 YARTU&SET LISA,CUBIERTAS,GOODRIDE,A,0,286000,393250,"103,487",589875,0
YAR 750,7.50R16 14PR CB 981 YARTU,CUBIERTAS,LINGLONG,A,0,448000,566720,"149,137",850080,0
YB14AA2,BATERIA PARA MOTO 12 V 14-3A,BATERIAS,COMPRA LOCAL,A,0,"177272,727",214500,0,234000,234000
YOK 25570R16,255/70R16 YOKOHAMA GEOLANDER,CUBIERTAS,YOKOHAMA,A,0,"771136,364",0,0,1344000,1344000
YT12B-BS,BATERIA PARA MOTO YT12B-BS,BATERIAS,COMPRA LOCAL,A,0,330000,399300,0,435600,435600
YUE 80D31L,BATERIA YUECA 80 AMP.-+ 300 x 170 x 230 C/ASA,BATERIAS,YUECA,A,0,"273655,689",0,0,0,0
YUE 80D31R,BATERIA YUECA 80 AMP.+- 300 x 170 x 230 C/ASA,BATERIAS,YUECA,A,0,"273655,689",0,0,0,0
YUE BT-54,BATERIA YUECA 54 AMP.+- 12V.BT-54 249X173X180,BATERIAS,YUECA,A,0,"192940,457",0,0,0,0
YUE BT-54L,BATERIA YUECA 54 AMP.-+ 12V.BT-54L 249X173X180,BATERIAS,YUECA,A,0,"192940,454",0,0,0,0
YUE BT-63,BATERIA YUECA 63 AMP.+- 12V 276 x 167 x 175,BATERIAS,YUECA,A,0,"212394,901",0,0,0,0
YUE BT-63L,BATERIA YUECA 63 AMP.-+ 12V 276 x 167 x 175,BATERIAS,YUECA,A,0,"212394,896",0,0,0,0
YUE BTN-150,BATERIA YUECA 135 AMP.BLANCA 300-309 BTN150,BATERIAS,YUECA,A,0,"411492,478",0,0,0,0
YUE H-100,BATERIA YUECA,BATERIAS,YUECA,A,0,"374549,734",0,0,0,0
YUE H-100L,BATERIA YUECA,BATERIAS,YUECA,A,0,"374549,734",0,0,0,0
YUE N-120,BATERIA YUECA 120 AMP.12V 961-980 N-120,BATERIAS,YUECA,A,0,"392038,034",0,0,0,0
YUE N-150,BATERIA YUECA 150 AMP.BLANCA 300-309 N150,BATERIAS,YUECA,A,0,"475288,559",0,0,0,0
YUE N-180,BATERIA YUECA 180 AMP.BLANCA 741-840,BATERIAS,YUECA,A,0,"508661,2",0,0,0,0
YUE N-200,BATERIA YUECA 200 AMP.NEGRA 12V N-200 MB-5741,BATERIAS,YUECA,A,0,"572095,079",0,0,0,0
YUE N-70Z,BATERIA YUECA 75 AMP 300 x 170 x 230 C/ASA,BATERIAS,YUECA,A,0,"263773,252",0,0,0,0
YUE N-70Z NEGRA,BATERIA YUECA 75 AMP 300 x 170 x 230 C/ASA,BATERIAS,YUECA,A,0,"257202,199",0,0,0,0
YUE N-88L,BATERIA YUECA 88 AMP.-+ 368 x 173 x 189,BATERIAS,YUECA,A,0,"318928,659",0,0,0,0
YUE NS-40Z,BATERIA YUECA 35 AMP +/- 194 x 125 x 223,BATERIAS,TOYO,A,0,"156463,374",0,0,0,0
YUE NS-40Z NEGRA,BATERIA YUECA 35 AMP +/- 194 x 125 x 223,BATERIAS,TOYO,A,0,"152582,842",0,0,0,0
YUE NS-40ZL,BATERIA YUECA 35 AMP -/+ 194 x 125 x 223,BATERIAS,YUECA,A,0,"156463,38",0,0,0,0
YUE NS-40ZL NEGRA,BATERIA YUECA 35 AMP -/+ 194 x 125 x 223,BATERIAS,YUECA,A,0,"152582,842",0,0,0,0
YUE NS-60L,BATERIA YUECA 45 AMP  L203-AN173-AL172 mm,BATERIAS,YUECA,A,0,"174210,381",0,0,0,0
YUE NS-60L NEGRA,BATERIA YUECA 45 AMP  L203-AN173-AL172 mm,BATERIAS,YUECA,A,0,"169864,178",0,0,0,0
YUE NS-70,BATERIA YUECA 65 AMP.+- 12V NS-70 257 x 170 x 224 C/ASA,BATERIAS,YUECA,A,0,"227192,695",0,0,0,0
YUE NS-70 NEGRA,BATERIA YUECA 65 AMP.+- 12V NS-70 257 x 170 x 224 C/ASA,BATERIAS,YUECA,A,0,"221552,984",0,0,0,0
YUE NS-70L,BATERIA YUECA 65 AMP.-+ 12V NS-70L 257 x 170 x 224 C/ASA,BATERIAS,YUECA,A,0,"227192,695",0,0,0,0
YUE NS-70L NEGRA,BATERIA YUECA 65 AMP.-+ 12V NS-70L 257 x 170 x 224 C/ASA,BATERIAS,YUECA,A,0,"221552,984",0,0,0,0
YUM 01.007,BRAZO BIELA COMPRESOR M/N 94mm.,REPUESTOS,YUMAK,A,0,"142925,455",142925,"47,407","178656,25",229970
YUM 01.03.009,COMPRESOR DE AIRE 90MM 1935/1941 TIPO KNORR,REPUESTOS,YUMAK,A,0,"1283411,818",1764691,"464,392",2647037,4002954
YUM 01.04.021,COMPRESOR DE AIRE C/TAPA SC124 2CIL. 88MM TIPO KNOR,REPUESTOS,YUMAK,A,0,"2333475,455",2936290,"773,987",4404435,4411727
YUM 01.04.029,COMPRESOR DE AIRE VOLVO 2CIL. 88MM. LP4985,REPUESTOS,YUMAK,A,0,"2595991,818","1958539,091","861,061","2448173,864",4306011
YUM 01.04.074,COMPRESOR DE AIRE SC124 2CIL. 88MM TIPO KNORR,REPUESTOS,YUMAK,A,0,"2283403,636",3139680,"826,232",4709520,4709520
YUM 01.05.021,COMPRESOR DE AIRE 75mm LK1527 MB PICUDO,REPUESTOS,YUMAK,A,0,"877527,273",1040624,"317,088",1560936,1607765
YUM 01.056,CAMISA CIL.COMPRESOR 75mm  MB PICUDO TIPO KNORR,REPUESTOS,YUMAK,A,0,71909,"69948,182","30,33","87435,227",237509
YUM 01.067,TAPA COMPRESOR 75 mm MB PICUDO,REPUESTOS,YUMAK,A,0,"85055,455",85055,"30,33","106318,75",153785
YUM 02.04.002,SERVO EMBR.SC114 124,REPUESTOS,YUMAK,A,0,"437235,455",550187,"151,651","825280,5",800591
YUM 03.01.001,VALVULA AIRE M/N  TIPO WABCO,REPUESTOS,YUMAK,A,0,"104594,85",104595,"39,628","130743,75",225881
YUM 05.01.001,VALVULA 4 VIAS M/N TIPO WABCO,REPUESTOS,YUMAK,A,0,"114400,6",195700,"48,252",293550,293550
YUM 05.01.002,VALVULA 4 VIAS SC112/113,REPUESTOS,YUMAK,A,0,"114400,6",249073,"48,252",373610,373610
YUM RK 01.034,PISTON COMPR.C/ARO SC-124 88MM,REPUESTOS,YUMAK,A,0,"208081,4",208081,0,"260101,25",0
YUM RK 01.083,REPARO TAPA COMPR.VOLVO/SC124 COMPLETO 88mm,REPUESTOS,YUMAK,A,0,"208081,4",0,0,"222231,818",0
YUM RK.01.045,KIT COMPRESOR M/N 75mm MB PICUDO,REPUESTOS,YUMAK,A,0,"150355,1",249073,"63,418",373610,373610
YUM RK.01.073,PISTON COMPR.C/ARO/PERNO/SEGURO STD VL 75mm,REPUESTOS,YUMAK,A,0,"64215,25","62463,636","27,085","78079,545",266864
YUM RK.01.083,REPARO TAPA COMPR.VOLVO COMPLETO 88mm,REPUESTOS,YUMAK,A,0,"88251,9",204595,"37,223",306893,306893
YUM RK.02.045,REPARO SERVO EMBRAGUE SC 124,REPUESTOS,YUMAK,A,0,"90421,818",80059,"22,758",120089,120089
YUM RK.02.050,REPARO SERVO EMB.SC 113 M/N,REPUESTOS,YUMAK,A,0,"84296,364",84296,"23,797",105370,114752
YUM RK.03.003,REPARO VALVULA AIRE M/N PLASTICO,REPUESTOS,YUMAK,A,0,55420,55420,0,69275,0
Z20012MN,FILTRO DE AIRE,FILTROS,Sin Marca,A,6,"97363,636",0,0,185000,185000
Z20023HE,FILTRO DE ACEITE,FILTROS,COMPRA LOCAL,A,1,"21818,182",0,0,65000,65000
Z20031MN,FILTRO DE COMBUSTIBLE,FILTROS,COMPRA LOCAL,A,0,135326,0,0,284000,284000
Z20035MN,FILTRO DE ACEITE,FILTROS,COMPRA LOCAL,A,0,"39772,767",0,0,110000,110000
Z20046MN,FILTRO DE ACEITE,FILTROS,COMPRA LOCAL,A,2,"46363,636",0,0,155000,155000
