Empresa,Yhaguy Repuestos,
,,
CODIGO,POSITIVO,NEGATIVO
NSK 6004,0,-1
SC-1565,0,-1
MAR 62201 2RS,2,0
GAU GR-62201-2RS,0,-2
CMB 6301 ZZ,0,-1
HCH 63042RS,0,-1
SKF 6305,0,-3
MAR 6403 2RSC3,57,0
MAR 6309 2RS,38,0
MAR 6201 2RS,3,0
FAG 6306,4,0
MAR 6303,0,-1
FAG 6306.2RSR,2,0
MAR 6201 2RSC3,0,-3
INA F-54825,70,0
FAG 6304,7,0
MAR 6304 2RSC3,0,-1
MAR 6304,0,-6
REI R-251R,0,-1
REI R-252R,1,0
REI R-125R,0,-1
REI R-3011,0,-1
REI R-4010,0,-1
REI R-4011,0,-1
MAR 6204 2RSHV2,1,0
FAG 6204.2RSR,0,-1
SAC 3361,0,-1
SAC 3182.998.501,1,0
KM 069.0677,1,0
INA F-113527,0,-1
INA F-110327,1,0
FAG 576040,116,0
INA F-113693,7,0
INA F-112221,13,0
INA F-113502,1,0
KM 069.1166,7,0
FAG 6014,1,0
FAG 6014.2RSR,0,-1
SAC 3352,0,-1
KM 069.1126,0,-1
SC 1728135,0,-1
SC 1309570,0,-1
MAR 511482,0,-1
FAG 33115,1,0
FAG KJM720249,1,0
FAG 511482,1,0
FAG 509333,23,0
FAG 562830,0,-1
FAG 33017,56,0
FAG 32015X,7,0
FAG 30205A,179,0
MAR 6206 2RS,28,0
MAR 6203 2RS,54,0
MAR 6202 2RS,29,0
FAG 30306,7,0
FAG T2ED050,13,0
MAR 39580/39528,0,-1
FAG K2789.2720,29,0
FAG 804339,2,0
FAG 39590/39520,19,0
INA F-45809,31,0
INA Z-566616,4,0
FAG NUP2212E,0,-2
FAG QJ208,5,0
FAG 6005.2ZR,55,0
MAR 30208,4,0
FAG 568980B,2,0
FAG 508204,0,-1
FAG QJ309,1,0
CIP 244437,0,-1
SC-5200,0,-4
FAG 7220856100A1,4,0
INA F-555938,6,0
MAR 30312,0,-13
MAR 32307,9,0
FAG 33213,1,0
FAG 33109,1,0
MAR 33111,63,0
FAG 537.532X,2,0
MAR LM11949/910,10,0
MAR 33214,2,0
FAG 32210A,0,-6
FAG 33208,0,-3
FAG 32310,6,0
MAR LM67048/010,6,0
MAR LM44649/610,12,0
MAR 32214,0,-2
FAG 805274,30,0
FAG K598A.593X,16,0
FAG 33117,1,0
FAG 33895/22,29,0
MAR 33895/33822,0,-5
MAR 518995-20,0,-1
FAG K39580.39520,7,0
FAG 33019,0,-1
FAG 32218A,0,-11
FAG 218248/10,0,-1
FAG KJM716649/10,5,0
FAG 32219,2,0
ARB NU-309,0,-1
MAR 30204,0,-2
FAG 31313A,2,0
FAG Z-579381,2,0
FAG 521471A,1,0
FAG 7220690100,35,0
FAG 32315B,1,0
FAG 32314,10,0
MAR 6205 2RS,20,0
FAG 510148B,0,-1
FAG 510148A,2,0
INA F-110849,3,0
INA F-224967,9,0
INA F-224971,8,0
FAG 804355A,3,0
FAG 33116,0,-1
FAG NUP304E,5,0
SC 1931,0,-2
SC-540,0,-15
FAL 30550,0,-4
SC-535,0,-3
MAXG MX426/2,28,0
MAXG MX534,4,0
MAXG 2011,4,0
SPI 43545,1,0
AVL VS8952,0,-1
SIN 2064 VD,0,-1
HUB 01-00055,0,-1
SC 109223,0,-10
SC 109224,0,-2
ROC 010096-0,5,0
MB-1330,0,-10
RODA A278,0,-6
ROC 010092-7,2,0
MB-1331,29,0
MB-1332,0,-32
FAL 06578,0,-1
RODA A285,0,-1
ROC 010098-6,0,-1
MB-3627,0,-1
PRIO 3853560073,0,-30
MB-3857,0,-2
PRIO 70952052101,30,0
SC-5110,9,0
FAL 45011,76,0
SC-2347,0,-16
FAL 45093,0,-7
SC-4221,2,0
SC-2143,163,0
FAL 45010,2,0
FAL 45007,0,-24
CIP 184055,2,0
FAL 11154,0,-2
LC LC-103,0,-1
AM-010,0,-1
MB-2829,0,-5
BOE 1809,0,-24
MB-5956,0,-2
ZF 0630.531.050,0,-5
CIP 804783,0,-1
SC-3244,0,-4
MB-5079,0,-2
MB-2436,0,-1
MB-2514,0,-3
MB-1341,0,-2
ZF 0501.396.579,1,0
SC-1755,0,-12
FAL 31127,0,-5
SC-2253,0,-9
MB-3475,0,-1
MANG TRE 006,0,-2
MANG TRE 007,0,-1
MANG TRE 008,0,-2
MANG TRE 013,0,-3
MANG TRE 014,0,-2
MANG TRE 015,0,-2
MANG TRE 016,0,-1
MANG TRE 017,0,-4
MANG TRE 018,0,-5
MANG TRE 019,0,-4
MANG TRE 020,0,-5
MANG TRE 021,0,-3
MANG TRE 022,0,-3
MANG TRE 023,0,-3
MANG TRE 024,0,-3
MANG TRE 025,0,-3
MANG TRE 026,0,-3
MANG TRE 027,0,-5
MANG TRE 028,0,-2
MANG TRE 029,0,-2
MANG TRE 030,0,-2
MANG TRE 031,0,-2
MANG TRE 032,0,-2
MANG TRE 033,0,-1
MANG TRE 036,0,-2
MANG TRE 038,0,-2
MANG TRE 039,0,-1
MANG TRE 040,0,-2
MANG TRE 041,0,-2
MANG TRE 042,0,-2
MANG TRE 043,0,-2
MANG TRE 044,0,-2
MANG TRE 045,0,-2
MANG TRE 046,0,-1
MANG TRE 047,0,-2
MANG TRE 048,0,-2
MANG TRE 049,0,-2
MANG TRE 050,0,-2
MANG TRE 051,0,-2
MANG TRE 053,0,-2
MB-3442,0,-51
SC-4082,1,0
MB-4481,0,-10
SC-1785,4,0
SC-2815,0,-7
MB-1348,0,-4
SC-685,0,-3
CIP 804768,18,0
SC-758,0,-7
FAL 31351,0,-1
ROC 180236-4,0,-9
MB-3245,0,-23
MB-1340,0,-8
ROC 180084-1,0,-11
MB-1333,0,-18
BOE 1117,0,-20
MB-2753,5,0
FAL 05294,0,-10
PRIO 3819940009,0,-12
FAL 08403,0,-12
MB-1412,0,-16
FAL 10652,0,-143
ROC 180087-6,0,-10
MB-3454,0,-8
ROC 010283-0,0,-1
MB-1960,0,-25
PRIO 3553320273,0,-88
MB-1339,19,0
ROC 180104-0,0,-17
SC 94845.8,2,0
MB-2438,0,-3
SC 109246,0,-13
MB-1334,0,-5
MB-1335,4,0
MB-1808,1,0
SC 1395039,7,0
SC 1390025,0,-2
CIP 184492,0,-1
FAL 30124,6,0
SC-4101,0,-6
CIP 804782,0,-2
FAL 31354,61,0
SC-567,0,-1
FAL 13065,0,-15
SC-2831,0,-1
ABRO CG418 R,6,0
BEP B059H,0,-2
SC 1457303,2,0
SIE 215950004501F,1,0
SC-5632,0,-1
POL 80112,0,-1
SC 244541,0,-2
SC-2493,0,-2
SC-2492,2,0
FTE KGV38001A1,0,-1
CIP 1421186,0,-1
NTI 1421186,0,-1
PRIO 1671953,6,0
PRIO 43267,0,-6
WAY 000.022,0,-1
WAB 970.051.190.0,1,0
SAC 3182 009 938,1,0
BEP S302B,1,0
BEP V829,1,0
BEP V854,0,-1
ABRO DP633,0,-14
FAG 528644,2,0
ARY 381227,1,0
KAZ K06.2565,0,-1
ENG ET20231,0,-1
MB 906.053.0225,0,-4
ROC 318071-9,0,-1
MB-3578,6,0
ROC 318072-7,5,0
EDR ME867,0,-1
EDR ME865,0,-1
SC 329583,0,-1
REI R-350,0,-1
FLEX SP-101,0,-1
SC-3798,1,0
SC 1677712,0,-3
REI R-3448,2,0
REI R-839,0,-2
REI R-199,0,-1
REI R-346,0,-1
UNI 2.201/2,1,0
UNI 1.105,0,-1
MB-2463,0,-2
SC 1375428,0,-1
SC 1375427,1,0
REI R-3020,0,-4
REI R-1011,0,-2
REI R-1055,3,0
REI R-3045,0,-1
AMA 643,0,-1
VET VCD-6900,1,0
SC-262,0,-18
SC 285248,0,-2
COM 285248,0,-1
SC 1762623,0,-1
SC 1368918,2,0
SC 1368917,0,-2
BEP M047C,1,0
BEP S241,1,0
COM 366006,0,-10
SC-2289,0,-9
SC 1676832,0,-1
SC 14818,0,-1
SC 1393641,0,-1
SC-4243,2,0
FAL 32933,0,-1
SC 1780731,0,-1
PRIO 1457932,1,0
SC 1457932,0,-1
PRIO 1457931,1,0
SC 1457931,0,-1
PRIO 1457895,1,0
SC 1457895,0,-1
FCS-SCFO-073 LH,0,-1
SC 1457921,4,0
FCS-SCFO-074 RH,0,-1
PRIO 1457888,2,0
SC 1457888,0,-1
SC 1457887,0,-1
MB-2969,3,0
REI R-025,5,0
REI R-068,1,0
REI R-075,64,0
REI R-375,0,-8
REI R-073A,0,-1
SPI 41.530.059,0,-2
REI R-874,0,-1
REI R-073,0,-1
REI R-198,10,0
EDR ME735,0,-2
EDR ME737,0,-2
REI R-812,1,0
REI R-783,1,0
REI R-699,1,0
REI R-320,4,0
REI R-656,1,0
REI R-315,0,-5
REI R-312,1,0
REI R-2211F,0,-2
REI R-2211,2,0
CIP 382153,0,-1
SC 393109,0,-1
SC 1412052,3,0
SC 94845.2,0,-2
ROC 172241-7,0,-1
REI R-773,9,0
SC-1287,0,-1
REI R-352,0,-1
REI R-097,0,-91
REI R-834,1,0
SC 1363634,0,-1
SC-221,1,0
REI R-074,0,-2
SC 1117904,0,-1
AMA 421,0,-1
BEP I949,0,-2
SC-5230,0,-1
ROC 0310786-01,1,0
SC 30880A,1,0
SC S2146,0,-3
BEP M149Q,0,-1
BEP M149P,0,-2
BEP S340A,1,0
BEP M149B,0,-2
BEP V869,1,0
SC-277,4,0
REI R-348,0,-1
MB-1411,1,0
PRIO 67450.4,0,-1
RYG 3864230006,1,0
MB-2546,0,-1
FIR 1T15LR-4/0418,3,0
AIR 136322,0,-1
RG N-6101/1,1,0
RG N-6101,0,-1
FERV 01-6120RG,0,-1
FERV 01-6110RG,0,-2
GOO 8328,2,0
GOO 8350,0,-2
AIR 135632,2,0
AIR 136102,0,-3
SC-1560,0,-1
FERV 06-8030RG,0,-1
FERV 06-8030CR,0,-1
GOO 8013,0,-1
SC 1314906/3,0,-6
SC 1422750,0,-1
AIR 111642,2,0
AIR 111742,5,0
AUG 1543691/1,9,0
FIR 950359,0,-2
AIR 110222,0,-1
FIR 1T15LR-4/0483,0,-1
FIR 1T15LR-4/0416,0,-1
FIR FI-1T19F-14,2,0
24501,0,-1
FRU 3468,0,-1
SC 0606,0,-1
BAT 3550,0,-1
FRU 3718,0,-1
CIN 51.33.0002,0,-1
FRU 3692,0,-2
TOM TO-043,0,-2
CIN 51.33.0012,1,0
UNI 50.139,0,-1
BEP M230N,0,-1
BEP M193G,1,0
BEP S355A,2,0
ROC 180014-0,0,-1
ITA 31.01,2,0
CINA 5111.39.71,2,0
CINA 5106.39.71,0,-1
ZM 9916002,1,0
SC-3289,0,-8
CINA 5114.39.71,2,0
CINA 5015.38.71,0,-1
CINA 5016.38.71,1,0
CINA 5017.38.71,3,0
ZM 9916202,0,-1
CINA 5028,0,-1
CINA 1315,0,-1
SC-1172,1,0
SC 1785531,0,-1
FAB FT063,2,0
SC 1362693,0,-2
SC 1482405,1,0
SC-94805,2,0
SC 279731,17,0
CIN 21.35.0046,1,0
VET VTC-1352,1,0
SC-12,0,-1
MON 523827,0,-2
SC-993,0,-1
KNO K008163,13,0
KNO B64516,2,0
BEP B059O,0,-1
SC-4758,0,-2
MIL 1675,0,-1
MB 3521300319,5,0
IC 191002018,0,-7
MIL 1075,1,0
RYG 3221300019,1,0
KNO I83548,19,0
SC-5324,0,-1
MB-1682,1,0
MON 279731,0,-18
TAN TC-7008,2,0
MB-1442,1,0
MB-1436,1,0
SC-5156,1,0
MB-1450,0,-1
SC-201,0,-1
SC-5154,1,0
SIN-112AM,0,-18
SIN-112BI,0,-4
SIN-112VM,0,-7
SIN-146CR,0,-1
SC-2222,0,-9
BAI 1035/6 AZUL,1,0
BAI 1035/6 NARANJ,0,-5
BAI 1035/6 ROJO,0,-1
BAI 634L AMAR,0,-2
BAI 634L CRISTAL,7,0
BAI 634L ROJO,0,-8
BAI 634L VERDE,1,0
SIN-118RVM,0,-2
RCD RC 866D,0,-4
SIN 117 AM,0,-3
SIN 117 VM,0,-5
SIN 117 VD,1,0
SC-5169,0,-2
SC-5138,0,-1
SC-1266,1,0
SC-198,1,0
SC-194,4,0
SIN 043,1,0
SC-193,0,-1
SIN 044/D,0,-1
SIN 044,6,0
MB-1433,0,-2
MB-1443,0,-4
PRA PL07170009,0,-1
SIN 040,0,-5
RN 409-0040,0,-2
GAU LS-981,0,-1
SIN 614.000,6,0
SC-3954,0,-1
FAL 05226,1,0
MB-1434,1,0
MB-2654,0,-1
SC-568,0,-2
CINA 1416.17.71,1,0
SC 30159A,0,-1
SC-5223,0,-3
SC-5226,1,0
FAL 103461,0,-2
SC-1996,1,0
SC-3679,0,-1
SC 30159B,1,0
SC-1341,2,0
SAM 040170,0,-5
SC 1381114,0,-2
SC 30891,0,-2
SC-5228,0,-1
SC-5227,0,-1
SC-30920,1,0
SC-4093,0,-1
SC 1346940,0,-1
SC 1346939,1,0
SC 1472832,0,-1
FCS-SC096,0,-6
FCS-SCFO-149 RH,5,0
SC 1472833,0,-1
ROC 030132-9,1,0
MB-4514,0,-1
TAN TC-7009,4,0
ITA 10-F,0,-1
RYG 2830,0,-8
SC-818,2,0
FAL 30667,0,-4
SC-5567,0,-2
SC 1371839,0,-2
TAN TC-2005,0,-2
SC 1385367,0,-1
MON 1361457,1,0
MON 522325,1,0
CIP 1374295,0,-3
SC-1084,0,-1
FCS-SC048,0,-2
SC-1062,1,0
SC 8000043 IZQ,1,0
SC 8000043 DER,0,-1
SC 60007 DER,2,0
SC 60007 IZQ,0,-3
FLEX CL101,0,-10
SC-2991,16,0
SC LO604VE,0,-16
SC-1430533,0,-1
TRI TV-4050,0,-6
TRI TM-7050,0,-3
MB-1484,1,0
RYG 1483101,0,-7
TAN TC-1010,0,-1
SC 0428-02,0,-2
MB-1503,0,-13
MB-1478,0,-1
SC-3283,1,0
MB-3843,0,-14
MB-1540,0,-4
FEB 09995,1,0
SC-905,0,-1
SC 1323432,2,0
SC-877,0,-1
MB-1554.1,6,0
MB-1554,0,-6
ROC 021044-7,0,-1
SC-4215,0,-6
MB-1437,0,-1
CIP 1345682,0,-4
SC L0145,0,-14
CIP 273120,0,-4
SC-1053,0,-2
MB-108,0,-3
SC-756,1,0
FAL 30673,0,-8
SC-4840,0,-1
USI 1728,1,0
PRIO 3837,36,0
REI R-866,0,-16
SC-1785/1,4,0
BEP M153P,2,0
MB-3088,1,0
MB-1485,0,-2
SC 1493670,1,0
NAK N-6508,2,0
MB-1150,0,-3
MB-1454,0,-11
MB-1156,0,-3
MB-1051,2,0
MB-1052,0,-2
MEC TI-3870,0,-1
ROTA 2010139C,0,-1
ROTA 2010140C,1,0
ROTA 2051526F,5,0
LEM LM7,7,0
POR PH 2515,0,-3
NAK N-528,0,-2
NAK N-603,2,0
ROTA 2011507F,0,-3
SC 283784/1,0,-1
RYG 1358794,2,0
ROTA 2011508F,8,0
LEM LM9,13,0
NAK N-604,2,0
ROTA 2071523F,2,0
LEM LM8,34,0
ROTA 2071524F,1,0
LEM LM10,0,-1
LEM LM11,13,0
ROTA 2072161F,0,-1
MARI IM180/S,0,-45
MB 1281.1,0,-30
MARI IM-181/S,0,-8
MARI IM182/S,0,-67
SC-2588,0,-68
MARI IM141/S,1,0
MARI IM160/S,0,-8
MARI IM132/S,0,-14
MB-3957,0,-1
MARI IM141,0,-6
MB-4007,0,-1
FAL 32101,0,-1
ROTA 2013588A,1,0
NAK N-672,0,-1
PRIO 527056,21,0
MEC TI-4872,0,-1
SAM 040041,0,-1
COR 5RT-7213,0,-1
MEC TI-4873,0,-1
ROTA 2013589A,0,-2
ROTA 2094988F,1,0
LEM LM122,149,0
NAK N-668,0,-1
MTE-214.71,1,0
MTE-VT397.80,0,-1
BAT TEST,0,-15
MB-1684,0,-1
MB-1539,0,-1
BEP S349M,1,0
SC-945,3,0
CIP 323508 X,5,0
CIP 306133,0,-1
SC-955,0,-3
CIP 1398645,9,0
SC 1398645,0,-4
EDR ME818,0,-2
EDR ME819,0,-2
PRIO 1437727,0,-1
CIP 1515117,0,-3
BEP M040B,0,-2
TIR 1386424,0,-3
SC-1335,1,0
SC 1386423,0,-12
TIR 1386423,0,-1
SC-1334,1,0
MB-5332,1,0
SC-243,0,-1
REI R-815,0,-2
TBP S80.8172,2,0
MB-3440,0,-2
MB-655,0,-2
FAL 31040,1,0
SC-878,0,-4
SC-1018,0,-7
MB-1501,0,-2
SC-748,0,-1
SC-768,0,-3
SC-771,2,0
MB-1425,0,-13
SC-763,1,0
CIP 278082,0,-1
SC-2689,0,-1
MB-1551,0,-2
MB-1426,8,0
ROC 140028-2,0,-9
SC-765,0,-1
SC-749,0,-5
MB-2201,0,-3
MB-4902,0,-4
MB-3760,0,-1
SC-882,0,-1
FAL 30756,1,0
SC-4482,0,-1
CINA 1316.19.71,2,0
MB-1481,1,0
PRIO 3452603814,0,-2
MB-2459,1,0
VET VRE-5400,0,-1
ABRO TL342,2,0
ABRO TL371,0,-1
SC-3339,0,-1
MB-2750,0,-4
SIE 129001004R,1,0
SIE 129001007R,1,0
SIE 129018020R,1,0
SIE 129018029R,1,0
SIE 129019012R,1,0
SIE 129021008R,2,0
SIE 129021010R,8,0
SC 1519436,0,-1
ROC 180294-1,0,-6
MB-1482,0,-2
SC-5283,2,0
SC-5284,0,-9
SC-3828,0,-3
ZF 1313.207.003,0,-1
BEP S304R,0,-1
BEP V864,0,-1
TRA 44850/110,0,-1
TRA 44851/110,0,-1
TRA 44852/112,1,0
TRA 44850/113,0,-1
TRA 44850/114,0,-1
TRA 44852/115,1,0
TRA 44850/115,0,-1
TRA 44852/116,1,0
TRA 44850/117,0,-1
TRA 44852/118,2,0
TRA 44852/122,1,0
TRA 44850/109,0,-1
TRA 44833/110,0,-1
TRA 44833/111,0,-1
TRA 44833/112,0,-1
TRA 44833/113,0,-1
TRA 44833/114,0,-1
TRA 44833/117,0,-1
TRA 44833/118,0,-1
TRA 44833/119,0,-1
TRA 44833/120,0,-1
TRA 44833/108,0,-2
TRA 44831/110,0,-3
TRA 44831/112,0,-1
TRA 44831/115,0,-1
TRA 44831/120,0,-2
TRA 44831/130,0,-1
TRA 44831/108,0,-1
TRA 44829/114,0,-1
TRA 44829/118,0,-3
TRA 44829/121,0,-1
TRA 44829/124,0,-2
PRI TB-103,3,0
SC-4796,0,-42
FLEX TB103,0,-2
FLEX TB108,0,-2
SC L0029,2,0
SC-4797,53,0
ZM 2902202,0,-2
MB-14PF,50,0
SC-4500,0,-4
MB-2712,0,-2
IC 134101300,0,-1
MIL 726.023,7,0
MIL 735.703,0,-17
FAL 194373,0,-3
IC 134102800,5,0
REI SC-10401,1,0
RYG 387877,1,0
FAL 30535,0,-2
SC 315085,15,0
ARY 315085,1,0
RYG 315085,0,-14
SC-1281,0,-12
MB-1458,0,-1
SC-939,0,-20
SC-909,0,-25
CIP 814553,2,0
SC-931,0,-46
SC-1228,0,-10
MB-1552,0,-5
MB-1460,320,0
FX-1528,0,-419
MB 1532,73,0
MB-1531,0,-14
MB-1463,0,-61
MB-1464,0,-4
SC-1910,0,-13
SC-4481,0,-30
SC-3608,0,-3
MB-1459,0,-689
SC-1890,0,-16
TUA 120,0,-38
SC-099,0,-1
MIL 726.700,0,-1
SC 1461414,2,0
REI SC-10403,2,0
CIP 194484,0,-2
ROC 141012-1,0,-2
SC 1114314,0,-1
SC-1066,5,0
SC-1748,3,0
SC-1036,0,-1
SAM 040169,0,-2
MB-62.5MM,0,-1
MB-72MM,0,-1
IC 133571500,1,0
RODA 506,5,0
RODA 508,4,0
MB-62MM,0,-11
IC 133570700,3,0
IC 133571900,5,0
RODA 509,17,0
MB-3864,0,-5
MSR 10.003,2,0
SC-1042,0,-2
FAL 30185,2,0
FLEX PA101,4,0
FLEX PA102,0,-21
SC DG109,0,-124
SC-LO106,0,-2
SC-LO145P,0,-1
CM 0602-04,4,0
IAS 61.87.0011,0,-4
ZM 2902201,0,-70
ZM 2902009,0,-3
SC-1496,0,-1
ZM 2902001,20,0
MB-1467,55,0
RODA 193,0,-1
ZM 2901802,0,-41
RODA 244 AAP,0,-4
ZM 29022-04,9,0
MB-5450,0,-1
ZM 2902005,0,-14
RODA 213,0,-62
RODA 259,0,-12
ZM 2978001,12,0
SC-4994,0,-1
MB-2629,0,-2
FAL 05012,13,0
MB-3715,0,-3
MB-2178,3,0
ROC 140447-4,0,-18
MB-1517,0,-1
SC-2453,0,-2
VET VPR-7000,1,0
MB-1984,1,0
SC 1114622,0,-3
SC-5232,4,0
SC-2701,0,-7
SC 140528,0,-1
BIA 5191133011,1,0
GARR 466192-5013S,1,0
GARR 794121-5002S,1,0
GARR 466192-5014S,2,0
GARR 817280-5001S,2,0
GARR 817210-5001,1,0
GARR 791493-5001,2,0
GARR 716639-5001S,1,0
GARR 452109-5010S,12,0
BIA 511145001,1,0
GAR 452085-5008S,1,0
GARR 466646-5041S,8,0
BOR 169146,1,0
GARR 466154-5015S,1,0
GAR 465823-5001S,4,0
GARR 466076-5018S,0,-1
SC-2057,15,0
PRIO TE101,99,0
RGR CI0852-06,0,-2
SC-892,0,-3
SC-893,0,-14
SC-2259,0,-12
SC-839,0,-13
SC-937,0,-4
SC-810,0,-7
SC-801,0,-1
SC-1208,0,-3
SC 279,0,-6
SC-1240,0,-6
SC-924,0,-21
SC-843,0,-1
SC 812887NI,0,-150
FAL 36612,0,-1
SC-919,0,-14
SC 812879,0,-6
SC-2294,5,0
RGR CI0852-05,0,-1
SC-2295,0,-3
ROC 501368201,12,0
SC-2292,0,-15
SC-2293,0,-3
FLEX TE101,0,-164
SC 307587,0,-5
SC-2387,1,0
SC-2389,0,-1
SC-2388,0,-2
SC-2386,0,-1
SC-4347,0,-1
SC-303,0,-1
FLEX ER101T,0,-11
FLEX ER102T,0,-1
SC-4449,12,0
PRIO CIM04-08,0,-1
SC-4450,5,0
SC-4451,0,-81
FLEX SV101,0,-17
SC-2066,0,-17
FLEX SV103,0,-1
SC-2056,0,-3
FLEX EML101,0,-2
SC-4448,0,-10
PRIO CIM04-06,0,-8
FLEX EM115,0,-2
PRIO PU12,0,-10
FLEX EM118,8,0
PRI EM-118,0,-2
SC-812879 NI,0,-1
FLEX EM103,0,-19
PRIO PU08,0,-5
FLEX EM109,0,-37
SC-933,0,-3
CM 0611-02,0,-1
SC-1550,0,-30
SC-1573,1,0
SC-2405,4,0
SC-2406,0,-10
SC-2469,0,-4
SC-2464,0,-1
CR-012,0,-1
MB-109,1,0
MB-3783,0,-1
KS 50.004.697,2,0
KNO 0500005002,10,0
SC 001094,0,-1
KNO I70615,0,-1
KNO I76633,6,0
WAB 934.705.002.0,1,0
BD 4-6100,0,-1
KNO 014440,1,0
WAB 934.702.381.0,2,0
YUM 05.01.002,14,0
KNO II17191,7,0
WAB 934.714.211.0,0,-1
KNO II31163,23,0
KNO I76636,1,0
SC-660,1,0
PRIO 007001,0,-4
KS 50.017.655,2,0
VAR VX-2388AA,0,-8
MAH VA0480096,0,-1
KS 50.017.042,2,0
MAH VA0480004,0,-12
RIO 54.221.020,0,-13
RIO 54.223.020,18,0
KS 50.017.757,18,0
RIO 54.232.020,18,0
RIO 54.225.020,0,-10
KS 50.017.391,5,0
MAH VA0480006,7,0
EAT VS 1814,0,-2
RIO 54.058.070,32,0
RIO 54.097.030,64,0
RIO 54.229.020,0,-1
KS 50.017.789,6,0
MAH VA0760013,0,-6
RIO 54.339.035,0,-3
SC-311,0,-2
MAH VA0760215,1,0
RIO 54.343.035,0,-4
RIO 54.341.035,0,-2
SC 1477022,0,-8
MAH VA0760103,0,-1
EAT VS-5609,2,0
EAT VS 4936-8,0,-2
KS 50.017.126,0,-2
KS 50.017.124,12,0
RIO 54.374.010,48,0
RIO 54.351.010,88,0
RIO 54.383.010,28,0
CES 4N-5484,0,-1
MB-4501,1,0
MB-1560,0,-2
SCH 11.275,0,-1
SC-6320,0,-2
KNO II31307,3,0
SC 1319557,1,0
WAY 301.388,4,0
FEB 21082,0,-2
BEP B018U,1,0
SC 404950,0,-1
WAB 932.510.955.2,1,0
SC-226,0,-22
SC 006002,0,-1
FAL 16637,0,-1
FAL 30811,0,-1
FLEX DR101,0,-2
SC-5281,0,-2
FLEX DR102,0,-8
KNO I94666,2,0
WAB 973.009.010.0,0,-1
HAL 890700,0,-2
KNO I84866,8,0
SC-2305,0,-1
MAH VE0480003,0,-17
EAT VS 1178,1,0
RIO 54.224.020,18,0
RIO 54.233.020,3,0
RIO 54.226.020,0,-5
MAH VE0480005,0,-3
RIO 54.231.020,6,0
KS 50.017.390,2,0
RIO 54.228.020,0,-6
MAH VE0480245,4,0
RIO 54.067.070,56,0
RIO 54.059.070,32,0
RIO 54.098.030,60,0
RIO 54.222.020,14,0
KS 50.017.790 E,0,-1
MAH VE0760012,0,-16
RIO 54.340.035,1,0
RIO 54.344.035,2,0
RIO 54.342.035,9,0
MAH VE0760102,11,0
KS 50.009.017,6,0
EAT VS-5610,0,-2
RIO 54.375.010,48,0
RIO 54.352.010,32,0
RIO 54.384.010,36,0
WAB 961.722.182.0,0,-1
KNO I902159985,2,0
MB-3619,0,-1
KNO I89935,2,0
WAB 961.722.314.0,0,-1
WAB 961.723.212.0,1,0
KNO I90254,9,0
MON 10.025,0,-1
SC 2323,0,-1
SC L0148,0,-1
KNO 500005002,0,-10
SC 4802,0,-1
LVCSC-TR414,0,-2
WAB 461.315.040.0,0,-1
WAB 461.315.100.0,1,0
SCH 11.323,1,0
SC-908,0,-1
WAB 934.705.021.0,0,-1
KNO I78209,0,-1
SC-1612,0,-1
KNO I76204,3,0
WAB 973.001.010.0,0,-1
KNO I90270,14,0
WAB 973.011.002.0,0,-1
WAB 973.011.050.0,0,-1
KNO I76627,10,0
WAB 973.011.018.0,1,0
SC-4420,1,0
MB-089,0,-1
KNO I78142,5,0
SIE 777122242F,5,0
SC-4806,0,-1
FLA 82 0790,0,-2
CIP 1672167,0,-1
SC-1933,0,-1
FLA 82 0700,0,-4
BD 2-0101,0,-3
SC-1520,1,0
FAL 05845,1,0
MB-3916,2,0
MB-1583,0,-9
SC-121,3,0
PRIO VP101,43,0
FLEX VP101,0,-71
SC-4760,0,-1
CIP 303441,2,0
SC-2681,0,-1
WAY 301.389,1,0
MON 1334037,0,-3
WAB 472.900.061.0,0,-1
SC 1118884/1,0,-1
FEB 23563,0,-2
KNO I86030,0,-1
KNO I83250,86,0
SC 326976,0,-1
MB-1570,0,-2
CIP 1334037,1,0
VAL 413R,0,-473
VAL 415RP,0,-98
MB-1597,0,-20
SAB 10316 MGE,0,-1
SC-60032,0,-1
MB-3500,0,-4
IC 130502000,15,0
IC 130502500,1,0
SC-436,0,-4
SC-3559,0,-5
IC 132613200,18,0
IC 132603100,4,0
IC 132603200,11,0
IC 130504100,0,-2
MB-2330,3,0
MON 1403855,0,-1
MB-2605,0,-1
MON 273048,0,-1
SC 1515987,2,0
CIP 1515987,0,-2
SC 1515985,1,0
CIP 1515985,0,-1
MB-5671,0,-4
FAL 103517,1,0
FAL 103506,0,-1
FAL 103530,0,-2
FAL 12783,0,-1
SC-2943,0,-2
SC-4695,0,-2
MB-1547,0,-5
MB-1802,1,0
MB-4959,1,0
UNIV 50.244,0,-1
UNIV 50.243,0,-3
MB-3735,1,0
MB-1418,0,-1
SC-2138,0,-1
MB-1611,1,0
FAL 13744,0,-1
FAL 12143,3,0
FAL 12515,0,-2
SC 1423891,1,0
SC 1423891/1,0,-1
VOL 8149395,0,-1
LV-886,1,0
LV-887,0,-1
MB-1869,0,-1
SC-5310,0,-2
SC-5309,0,-1
SC-3471,0,-1
MB-1582,0,-3
MB-1581,10,0
SC-842,2,0
SC-846,0,-234
SC-802,6,0
SC-806,0,-37
CIP 813223,10,0
SC-848,0,-10
SC-849,0,-19
SC-1200,0,-1
CM 0601-00,1,0
