Empresa,Yhaguy,,,,,,,,
,,,,,,,,,
CODIGO,DESCRIPCION,FAMILIA,MARCA,APLICACION,MODELO,GRUPO,LINEA,PESO,VOLUMEN
SC-1756389.2,REPARO ZAPATA FRENO DISCO PARCIAL SC 124,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC-1421791,SOPORTE CABINA TRAS. 94/114/24 L/D METAL,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CAI FV 873.874,FARO DEL. RED CAIO ALPA CHICO RC-873/874,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MB-083,RESORTE ZAPATA 709/912 EL JUEGO PICUDITO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-0102,CA�O INYECTOR OM 904 N�1 Y 2 ELECTRONICO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-0304,CA�O INYECTOR OM 904 N�3 Y 4 ELECTRONICO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MAN C-17308,FILTRO AIRE PICUDITO 712/812/814/915 MAN,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MAN C27844,FILTRO DE AIRE ELECT OM 904/906 ARS-9838,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-117,REGULADOR FRENO 914 ELECTRONICO COMPLETO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
QUI QA-1117D,TAPA CIL.TRISTOP 16X24 SC113/124 ALUMINIO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CON-1113,REPARO BOMBA CENTRAL 709/812/912 CONTROIL,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
FIR 950358,SUSPENSION NEUMAT. RANDON 3ER EJE 2 CUERP,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MAN HU931.5X,FILTRO DE ACEITE PICUDITO ELECTRONICO MAN,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC-1912,PROTECTOR DE FARO AUXILIAR SPOILER T112/3,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-01,TAPA CAJA TRASERA CHICO M/N Y M/V ALUMINIO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
RN-0602,TAPA FARO SE�ALERO TRASERO C/VIGIA SC112/3,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC-004801,REPARO VALVULA DISTR. CARRETA M/V 6SALIDAS,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-71,CA�O INYECTOR N�1  ECOL. C/ ACOPLE 366/364,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-72,CA�O INYECTOR N�2  ECOL. C/ ACOPLE 366/364,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-73,CA�O INYECTOR N�3  ECOL. C/ ACOPLE 366/364,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-78,CA�O INYECTOR N�5  ECOL. C/ ACOPLE 366/364,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-79,CA�O INYECTOR N�6  ECOL. C/ ACOPLE 366/364,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MAN H932.4,FILTRO DE ACEITE 709/710/814/912 OM364 MAN,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MAN C20500,FILTRO DE AIRE MB PICUDITO ELECTRONICO MAN,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC-1540120,MARTILLO REG.VAL.MOTOR SC124 ELECTR.GRANDE,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MAN WK853.22,FILTRO DE COMBUST.METAL C/DESAG PICUDIT 812,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC 1354468,DIAFRAGMA RESPIRADERO CARTER SC114/124 S-400,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
GAT 9403,CORREA 13X1025 GATES DIR HIDR 1214/1414 /366,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MB-094,FLEXIBLE LUBRICADOR RUL.COJINETE M/N 330Y350,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
BAT 3550,TAMBOR FRENO CARRETA NOMA/IDER/KRONE/MARG/GOT,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MB-051,DEPOSITO FLUIDO CHICO BOMBA CENTRAL 1113/1313,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC 30159A,TAPA MASA CARRETA 160mm RODOAR BONA/MONTE ROSC,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC-6096,RODILLO ZAPATA GUERRA  38mmX33mm PUNTA REDONDA,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC F-58CA,FARO AUXILIAR REDONDO AMARILLO CABALLITO ATRAS,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MAN PU1046X,FILTRO DE COMBUSTIBLE PICUDITO ELECTRONICO MAN,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CON-1634,REPARO BOMBA EMBRAGUE SC112 PISTON METAL CONTROIL,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MB 26480,CORONA VOLANTE COMPLETO OM366 330mm AUTIME BRASIL,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
FIR 950359,SUSPENSION NEUM.TRAS 124 PARCIAL FIRESTONE PRESION,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MAN WA921.1,FILTRO DE AGUA CORTO RADIADOR 112/113,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MAN W1060.4,FILTRO TRAMPA AGUA TIPO RACOR MAN,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MAN WA956,FILTRO DE AGUA RADIADOR LARGO 112/3 SC124 MAN,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CON-3300,"CILINDRO RUEDA DEL.1113 1 5/8""",REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-3644,CA�O INYECTOR N4 OM364,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MAN W1168.5,FILTRO DE ACEITE MB AUTOBUS Y CAMIONES MOT 366 LA,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC LO102,CONEXION PISTOLITA AIRE,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,M/V/M/N,ACCESORIOS,PESADA,0,0
CR-073,REPARO PISTON PUERTA CAIO JGO ANILLO SOLO,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,MYF,PESADA,0,0
MB-019,JUNTA RADIADOR ACEITE AMIANTO OM904,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM 904,MASA,PESADA,0,0
SC-1341729,"MANGUERA RADIADOR SC124 TERMOSTATO TIPO ""S""",REPUESTOS,COMPRA LOCAL,SCANIA,124,MOTOR,PESADA,0,0
SC-404951,TAPA MASA CARRETA CROMADO DE 4 AGUJEROS,REPUESTOS,COMPRA LOCAL,CARRETA,VARIOS,Sin Grupo,PESADA,0,0
YUM RK 01.034,PISTON COMPR.C/ARO SC-124 88MM,REPUESTOS,YUMAK,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
YUM RK 01.083,REPARO TAPA COMPR.VOLVO/SC124 COMPLETO 88mm,REPUESTOS,YUMAK,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
LON 183 STD,FIBRA 183 LONAFLEX  -  STD,REPUESTOS,LONAFLEX,Sin Color,VARIOS,FRENOS,PESADA,0,0
LON L219 STD,FIBRA FD/77  LONAFLEX STD 6AG PICUDITO,REPUESTOS,LONAFLEX,Sin Color,VARIOS,FRENOS,PESADA,0,0
LON CA33 XX,"FIBRA CA33 XX LONAFLEX CONICO 8"" M/N",REPUESTOS,LONAFLEX,Sin Color,VARIOS,FRENOS,PESADA,0,0
LON 7226 STD,"FIBRA 7226 STD LONAFLEX RECTO 8""",REPUESTOS,LONAFLEX,Sin Color,VARIOS,FRENOS,PESADA,0,0
LON 7230 STD,FIBRA FR 7230 LONAFLEX STD TRAS.SC113 16AX1ZAP,REPUESTOS,LONAFLEX,SCANIA,113,FRENOS,PESADA,0,0
LON 7229 XX,"FIBRA 7229 LONAFLEX -XX DEL.SC113 7"" 16AG",REPUESTOS,LONAFLEX,SCANIA,113,FRENOS,PESADA,0,0
ZM 4001411,PRISIONERO RUEDA TRAS 608 M14X57,REPUESTOS,ZM,MERCEDES BENZ,608,CARDAN,PESADA,0,0
ZM 4001801,PRISIONERO RUEDA DEL 709/812/912 18X60 ZM,REPUESTOS,ZM,MERCEDES BENZ,709,CARDAN,PESADA,0,0
GAT 9335,CORREA 13A X 0850,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,JUNTAS,PESADA,0,0
BEP B081D,LANCHONETE,REPUESTOS,BEPO,Sin Color,VARIOS,ACCESORIOS,PESADA,0,0
CIP 1305676,PASTILLA HORQUILLA EMBRAGUE 801 1305676,REPUESTOS,CIPEC,Sin Color,VARIOS,CYD,PESADA,0,0
TIM 30308,RULEMAN CAJA CUADRUPLE TIMKEN,REPUESTOS,FAG,MERCEDES BENZ,VARIOS,CAJA,PESADA,0,0
INA F-46518,BOTADOR HIDRAULICO GOL 1.0 16V,REPUESTOS,FAG,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
INA F-233593.05,POLEA ALTERNADOR RANGER/F-1000/S-10 MWM2.8,REPUESTOS,FAG,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
INA F-45698,RULEMAN MASA TRAS. D-20 /96 GRAND BLAZER /99,REPUESTOS,FAG,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
INA F-210152,RULEMAN COJINETE FUSCA/GOL1.6/KOMBI,REPUESTOS,FAG,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
INA F-231413,POLEA CORREA DENTADA VECTRA/ZAFIRA 2.0/2.4,REPUESTOS,FAG,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
INA F-575833,RULEMAN TENSOR ESC./CELTA/CORSA/,REPUESTOS,FAG,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
RIO 11.837.020,GUIA VALVULA ADM./ESC.904/906,REPUESTOS,RIOSULENSE,MERCEDES BENZ,1.6,MOTOR,LIVIANA,0,0
SAB 80905,JGO JUNTA MOTOR OM 904/904A/904LA ELEC. COMPLETO S/ RETEN,REPUESTOS,SABO,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SAB 09284,RETEN VALVULA P/ 904/906,REPUESTOS,SABO,MERCEDES BENZ,VARIOS,Sin Grupo,PESADA,0,0
LON L-309XX,FIBRA FR.SV230 XX LONAFLEX,REPUESTOS,SACHS,Sin Color,VARIOS,FRENOS,Sin linea,0,0
WAB 884.500.022.0,MALETIN,REPUESTOS,WABCO,SCANIA,112/3,ACCESORIOS,PESADA,0,0
BAT 5005,TAMBOR FRENO TRAS.A DISCO SC112 10AG. DENTADO,REPUESTOS,BATISTA,SCANIA,112,MYF,PESADA,0,0
SC-62004,GANCHO CAPOT CHICO SC112,REPUESTOS,UNIVERSAL,SCANIA,112,ACCESORIOS,PESADA,0,0
MAH S94110 STD,PISTON COMPR.C/ARO SC STD SC124 88mm,REPUESTOS,MAHLE,Sin Color,VARIOS,COMPRESOR,PESADA,0,0
"MAH B76068 0,50",CASQUILLO BIELA MB 0.50 SC124,REPUESTOS,MAHLE,SCANIA,124,MOTOR,PESADA,0,0
WAY 301.380,VALVULA 4 VIAS SC124 SIST. KNORR,REPUESTOS,WAYSER,SCANIA,124,FRENOS,PESADA,0,0
WAY 101.222,REPARO VALVULA RELE SC/ M/N,REPUESTOS,WAYSER,SCANIA,VARIOS,Sin Grupo,PESADA,0,0
WAY 100.850,REPARO VALVULA SUSPENSON VOLVO NL10/12 FH12,REPUESTOS,WAYSER,VOLVO,VARIOS,SUSPENSION,PESADA,0,0
TIM 32306,RULEMAN MASA DEL. EXTERIOR 709,REPUESTOS,TIMKEN,MERCEDES BENZ,OM364,EMBRAGUES,PESADA,0,0
TIM 33111,RULEMAN MASA DEL. INTERIOR 709,REPUESTOS,TIMKEN,MERCEDES BENZ,OM364,EMBRAGUES,PESADA,0,0
TIM 32312,RULEMAN MASA DEL. INTERIOR,REPUESTOS,TIMKEN,MERCEDES BENZ,OM364,EMBRAGUES,PESADA,0,0
TIM 32309,RULEMAN MASA DEL. EXTERIOR SC112 TIMKEN,REPUESTOS,TIMKEN,MERCEDES BENZ,OM366,MYF,PESADA,0,0
TIM 33019,RULEMAN MASA TRAS.M/N GRANDE,REPUESTOS,TIMKEN,MERCEDES BENZ,OM366,MYF,PESADA,0,0
TIM 32213,RULEMAN MASA TRAS. 1113 CHICO/DIF. LATERAL,REPUESTOS,TIMKEN,MERCEDES BENZ,OM366,MYF,PESADA,0,0
TIM 205149,RULEMAN EJE INTERMEDIA DEL.CAJA SC.112/111 TIMNKEN,REPUESTOS,TIMKEN,MERCEDES BENZ,OM366,MYF,PESADA,0,0
MBU 110327,RULEMAN COJIN.M/V 200216,REPUESTOS,TIMKEN,MERCEDES BENZ,OM366,MYF,PESADA,0,0
TIM 512392,RULEMAN DIF. LATERAL,REPUESTOS,TIMKEN,MERCEDES BENZ,OM366,MYF,PESADA,0,0
TIM 511482,RULEMAN DIF. PI�ON 1113/1313,REPUESTOS,TIMKEN,MERCEDES BENZ,OM366,MYF,PESADA,0,0
TIM 3958039528,RULEMAN CAJA,REPUESTOS,TIMKEN,MERCEDES BENZ,OM366,MYF,PESADA,0,0
ZF 0070.398.003,BOMBA DE ACEITE 364/364A  Z-F,REPUESTOS,ZF,Sin Color,VARIOS,MOTOR,Sin linea,0,0
ZM 4002201,PRISIONERO RUEDA DELANTERO 1313/1513/1519 22X70 27MM,REPUESTOS,ZF,MERCEDES BENZ,1113,MYF,PESADA,0,0
EUR 74.17.0569,CA�ONERA SC P94,REPUESTOS,EURORICAMBI,Sin Color,VARIOS,DIFERENCIAL,Sin linea,0,0
ENG 264225,ANILLO ESPACIADOR EJE PRINC.CAJA SC 111/2/3 9mm,REPUESTOS,ENGRETECNICA,SCANIA,111,CAJA,PESADA,0,0
GOOD 8401,"SUSPENSION NEUM.SC 3 CUERPOS 360 mm,COMPLETO",REPUESTOS,GOOD YEAR,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
DIE 1.18505,ENTRETAPA DE 75 DEL COMPRESOR SC113 COMPLETO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MOTOR,PESADA,0,0
SC 2553,SUSPENSION NEUM.CARRETA 2 CUERPO RG CHICO C/ 2 PERNOS,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,DIFERENCIAL,PESADA,0,0
FIR 950259,SUSPENSION NEUM.CARRETA 2 CUERPO MEDIANO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,DIFERENCIAL,Sin linea,0,0
SKF 6312/C3,RULEMAN 6312/C3 SKF CAJA SC,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,CAJA ZF,Sin linea,0,0
EUR 74.170.566,JGO.CALCE DIF.SC P94,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,DIF,Sin linea,0,0
ZF 95.57.0188,ANILLO BIPARTIDO EJE DE MANDO ZF 7.50mm,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,EJE,PESADA,0,0
ETG 01.01.09.102709,BOMBIN MANUAL ETG ALEMAN,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,INYEC,PESADA,0,0
SC 23.787.135,ASIENTO DE VALVULA ADMISION 0.10 SC,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MOTOR,PESADA,0,0
MAR 6007-2RSC3,RULEMAN 6007 2RSC3,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,OTROS,PESADA,0,0
RIO 41.332.035,BOTADOR,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,OTROS,PESADA,0,0
CR-115,CA�O FRENO BOMBA CENTRAL 709 LARGO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-110,CA�O FRENO DELANTERO DERECHO / 709,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-112,CA�O FRENO DELANTERO DERECHO / 812,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-114,CA�O FRENO TRASERO IZQUIERDO / 709,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-113,CA�O FRENO DELANTERO IZQUIERDO/ 812,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-111,CA�O FRENO DELANTERO IZQUIERDO / 709,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-12,ABRAZADERA CA�O INYECTOR DE 6,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-16,BRAZO PALANCA DIRECCION CON CRUCETA LPO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-92,ABRAZADERA CRUCETA CARDAN OM904,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MB-061,BUJE PALANCA CAMBIO PICUDO PLASTICO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MB-006,ABRAZADERA BARRA DIR. M/N,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MB-007,BULON PLATO RUEDA M/N LARGO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MB-039,BRAZO PALANCA DE CAMBIO LPO PIPA,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-050,ACOPLE MULTIPLE TURBO BAJO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
CR-008,ARANDELA DE COBRE 8mm.,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
ST-002,AMORTIGUADOR CABINA SC124 12mm DEL.,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
R-8170,BUJE COMPRESOR CIGUE�AL KNORR 75MM,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
RHO-360,BULBO DE FRENO DE MANO MB M/N,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
RHO-374,BULBO DE FRENO MB 608,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
RHO-328,BULBO DE FRENO SC 124 PLASTICO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC 1928,ARANDELA CATRACA LISA 48X32X2.65mm,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MB-18PR,ARANDELA DE PRESION 18mm,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC-2022,BUJE TENSOR CARRETA RANDON CONICO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC-2105,BUJE TENSOR CARRETA RANDON 60MM SIN PESTA�A,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MB-6X80,BULON 6X80,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
ABR 8-16,ABRAZADERA 8-16mm.,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
ABR 4457,ABRAZADERA 55mm.,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
RHO-0353,BULBO DE FRENO 1414/1417/CIFERAL,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
RHO-3386,BULBO ACEITE 1214/1418/1620,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
RHO-4427,BULBO RETROCESO MARCHA ATRAS 1218/1418,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MB-12X60,BULON 12X60 P/G,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MB-151-1,BUJE ALTERNADOR CON ESTRIA,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
COF 45148,AMORTIGUADOR TRAS 904,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
REI S-411,BRIDA CARDAN 22 EST. SC113/124 RET 70MM,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC 177587,ANILLO CAMISA MOTOR SC142/3,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MB-18X120,BULON 18X120,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MB-18X150,BULON 18X150 CM,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MB-20X120,BULON 20X120 CM,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC 361523,ANILLO ADMISION SC112/3 CHICO SILICONADO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC-329346,CALCE PUNTA EJE GRANDE SC124  1.00,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC-329348,CALCE PUNTA EJE GRANDE SC124  0.25,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC-329349,CALCE PUNTA EJE GRANDE SC124  0.10,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC 401748,ARO PULMON SUSP. ALUMINIO BOCA 28cm.,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
AU-911-2X,BUJE ARRANQUE SC CHICO 2X,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
AU-911-3X,BUJE ARRANQUE SC CHICO 3X,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
AU-912-5X,BUJE ARRANQUE SC GRANDE 5X,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC 1305317,ASIENTO RETEN MASA TRAS. A DISCO SC113/143,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC 1953813,AMORTIGUADOR ASIENTO CONDUCTOR V8 SC124,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
ZM 1600603,ARANDELA LISA 709/812,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MB-14X60PF,BULON 14X60 P/F,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC-1343122,BUJE SUSPENSION CABINA 114/124 ALUMINIO CHICO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC-1405402,BUJE PALANCA CAMBIO SC124 PLASTICO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC-1369823,BRAZO SUSPENSION DE CABINA SC T 114/124 ORIGINAL,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MEC FL-1379,BRIDA CAJA ZF 1418/1214 PL-90 1379,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
ABR 702-161,ABRAZADERA 60-80mm.,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MB 0501398375,MU�EQUIN P/ PALANCA DE CAMBIO ZF ( DERECHO),REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MB 0501398376,MU�EQUIN P/ PALANCA DE CAMBIO ZF ( IZQUIERDO ),REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
C0011592101,BUJIA INCANDESCENTE MB,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
COF L.12052..Y,AMORTIGUADOR DEL.SC110/111,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
COF B.47633..Y,AMORTIGUADOR DEL/TRAS 709/710/712,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
RIO 23.187.043,ASIENTO VALVULA ESCAPE STD M/N,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
RIO 23.530.020,ASIENTO VALVULA ADMISION STD M/N,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
RIO 23.531.120,ASIENTO VALVULA ESCAPE 010 M/N,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
RIO 23.786.035,ASIENTO DE VALVULA ESCAPE STD SC112/3,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
VW-6052,MOTOR LIMPIA PARABRISAS VOLSKWAGEN,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
EAT 5614,VALVULA ADMISION P/ 904/906,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
EAT 5615,VALVULA ESCAPE P/ 904/906,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
